全椒县华丰粮油储运有限公司米厂升级改造大米全自动包装及机械人码垛机设备采购及安装项目(二次)中标公告 | 2020.01.23 | 全椒县华丰粮油储运有限公司 | 安徽瑞邦工程造价有限公司中标公告 | 安徽 | 货物/建筑建材 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807413.htm
安庆市“三社联动”工程试点项目中标公告 | 2020.01.23 | 安庆市民政局 | 安庆市公共资源交易中心中标公告 | 安徽 | 服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807406.htm
太湖县妇幼保健计划生育服务中心彩色超声诊断仪采购（二次）项目中标候选人公示 | 2020.01.23 | 太湖县妇幼保健计划生育服务中心 | 安庆市公共资源交易中心中标公告 | 安徽 | 货物 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807426.htm
安庆市第一人民医院龙山院区消化内镜电外科工作站采购项目中标候选人公示 | 2020.01.23 | 安庆市第一人民医院 | 安庆市公共资源交易中心中标公告 | 安徽 | 货物 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807405.htm
2019年滁州市市级救灾物资采购中标（成交）公告 | 2020.01.23 | 滁州市发展和改革委员会 | 安徽立地工程咨询有限公司中标公告 | 安徽 | 货物 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807418.htm
巢湖市夏阁镇丁港排涝站更新改造工程设备采购项目中标（成交）公告第1次重新招标 | 2020.01.23 | 巢湖市水务局 | 巢湖市公共资源交易中心中标公告 | 安徽 | 服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807417.htm
安庆高新区公共管廊（经四路-香椿路）改造工程施工工程量清单及最高投标限价编制单位中标公示 | 2020.01.23 | 安庆化工建设投资有限公司 | 安徽安庆市公共资源交易中心中标公告 | 安徽 | 货物 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807392.htm
来安县体育馆物业管理服务项目中标（成交）公告 | 2020.01.23 | 来安县机关事务管理服务中心 | 安徽百士德工程咨询有限公司中标公告 | 安徽 | 服务/维修和保养服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807391.htm
安装校园视频监控与公安部门联网项目（二标包） | 2020.01.23 | 明光市教育体育局 | 安徽中润国元工程项目管理有限公司中标公告 | 安徽 | 服务/租赁服务（不带操作员） | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807404.htm
天长市白蚁防治研究所2020年白蚁防治药品项目中标（成交）公告 | 2020.01.23 | 天长市白蚁防治研究所 | 天长市荣城工程造价事务所（普通合伙）中标公告 | 安徽 | 货物 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807390.htm
全椒县华丰粮油储运有限公司米厂升级改造色选机设备采购项目（二次）中标公告 | 2020.01.23 | 全椒县华丰粮油储运有限公司 | 安徽瑞邦工程造价有限公司中标公告 | 安徽 | 货物/建筑建材 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807423.htm
安庆市立医院有创呼吸机采购项目中标候选人公示 | 2020.01.23 | 安庆市立医院 | 安庆市公共资源交易中心中标公告 | 安徽 | 货物 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807403.htm
天长市残疾人康复器材采购、安装项目（第二次发布）中标（成交）公告 | 2020.01.23 | 天长市残疾人联合会 | 天长市荣城工程造价事务所（普通合伙）中标公告 | 安徽 | 货物/建筑建材 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807389.htm
滁州市消防安全防控监测信息系统项目（二次）中标公告 | 2020.01.23 | 滁州市公安消防支队 | 安徽宏基建设项目管理有限公司中标公告 | 安徽 | 服务/租赁服务（不带操作员） | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807422.htm
天长市2020年政府购买公共服务（送戏进万村）项目（第二包：综艺类）I标段中标（成交）公告 | 2020.01.23 | 天长市文化和旅游局（天长市广播电视新闻出版局） | 天长市荣城工程造价事务所（普通合伙）中标公告 | 安徽 | 服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807388.htm
马鞍山市博望区教育系统接送中小学生服务（2020-2023）采购项目（MASCG-0-F-F-2019-1693）中标公告 | 2020.01.23 | 马鞍山市博望区教育局 | 安徽双赢招投标咨询有限责任公司中标公告 | 安徽 | 服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807402.htm
天长市2020年政府购买公共服务（送戏进万村）项目（第二包：综艺类）II标段中标（成交）公告 | 2020.01.23 | 天长市文化和旅游局（天长市广播电视新闻出版局） | 天长市荣城工程造价事务所（普通合伙）中标公告 | 安徽 | 服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807425.htm
广州市番禺区石楼镇2020年市政设施零星修缮服务商采购项目(采购项目编号：ZY140G1119F18809)中标结果公告 | 2020.01.23 | 广州市番禺区石楼镇人民政府 | 广州中曜招标代理有限公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807387.htm
马鞍山市妇幼保健院高端产科营养餐配送及病房陪护服务（MASCG-0-F-F-2019-1697）中标公告 | 2020.01.23 | 马鞍山市妇幼保健院 | 马鞍山市兴马建设工程项目咨询有限公司中标公告 | 安徽 | 服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807431.htm
大观区海口镇水环境综合治理项目生态环境监管能力建设工程—监测子站项目施工工程清单及最高投标限价编制单位中标公示 | 2020.01.23 | 安庆市城西建设投资有限公司 | 安徽安庆市公共资源交易中心中标公告 | 安徽 | 货物 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807386.htm
滁州天长市、来安县乡镇消防专职队集中采购项目(1-5标包）1标包中标公告 | 2020.01.23 | 滁州市公安消防支队 | 安徽佳宝信项目管理有限公司中标公告 | 安徽 | 货物/医药品 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807430.htm
滁州天长市、来安县乡镇消防专职队集中采购项目(1-5标包）2标包中标公告 | 2020.01.23 | 滁州市公安消防支队 | 安徽佳宝信项目管理有限公司中标公告 | 安徽 | 货物/医药品 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807429.htm
滁州天长市、来安县乡镇消防专职队集中采购项目(1-5标包）4标包中标（成交）公告 | 2020.01.23 | 滁州市公安消防支队 | 安徽佳宝信项目管理有限公司中标公告 | 安徽 | 货物/医药品 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807385.htm
定远县炉桥自来水厂球墨铸铁管及配件采购项目（二次）中标（成交）公告 | 2020.01.23 | 定远县城乡水务投资建设有限公司 | 安徽诚信建设项目管理有限公司中标公告 | 安徽 | 货物/纺织原料、毛皮、被服装具 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807384.htm
滁州天长市、来安县乡镇消防专职队集中采购项目(1-5标包）3标包中标公告 | 2020.01.23 | 滁州市公安消防支队 | 安徽佳宝信项目管理有限公司中标公告 | 安徽 | 货物/医药品 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807416.htm
定远县妇幼保健计划生育服务中心血细胞分析仪、血凝分析仪采购项目（二次）中标（成交）公告 | 2020.01.23 | 定远县妇幼保健计划生育服务中心 | 安徽正宇工程项目管理有限公司中标公告 | 安徽 | 货物/建筑建材 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807383.htm
凤阳县人民医院VRV空调、中央空调水系统维保及空压、负压机维保（一标包）中标公告 | 2020.01.23 | 凤阳县人民医院 | 安徽省招标集团股份有限公司中标公告 | 安徽 | 服务/维修和保养服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807420.htm
怀宁县2019年中小型水库大坝安全鉴定服务采购 | 2020.01.23 | 怀宁县水利局 | 安徽政信工程项目管理有限公司中标公告 | 安徽 | 服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807401.htm
桐城市公安局男性家族排查系统建设样本检测入库项目中标公告 | 2020.01.23 | 桐城市公安局 | 桐城国文工程咨询有限公司中标公告 | 安徽 | 服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807400.htm
档案库房建设设备采购及安装项目（二次）中标（成交）公告 | 2020.01.23 | 凤阳县公安局 | 安徽天瑞工程咨询有限公司中标公告 | 安徽 | 货物 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807399.htm
安庆市立医院无创呼吸机采购项目中标候选人公示 | 2020.01.23 | 安庆市立医院 | 安庆市公共资源交易中心中标公告 | 安徽 | 货物 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807419.htm
安庆市迎江区社区居家养老服务站经营权招标（二次）中标公告 | 2020.01.23 | 安庆市迎江区民政局 | 安庆市公共资源交易中心中标公告 | 安徽 | 服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807408.htm
马鞍山市秀山中学体育健身器材供货与安装（第二次）（MASCG-0-F-H-2019-1653）中标结果公示 | 2020.01.23 | 马鞍山市金家庄城市发展投资有限责任公司 | 马鞍山市兴马建设工程项目咨询有限公司中标公告 | 安徽 | 货物 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807369.htm
国建·理想湾前期物业管理服务招标项目中标公告 | 2020.01.23 | 滁州国辉置业有限公司 | 江苏天业工程咨询房地产估价有限责任公司中标公告 | 安徽 | 服务/维修和保养服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807368.htm
太湖县晋熙镇卫生院多排螺旋CT采购中标候选人公示 | 2020.01.23 | 太湖县晋熙镇卫生院 | 安庆市公共资源交易中心中标公告 | 安徽 | 货物 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807372.htm
安庆市档案馆馆藏档案整理及数字化加工项目监理中标公告 | 2020.01.23 | 安庆市档案馆 | 安庆市公共资源交易中心中标公告 | 安徽 | 服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807367.htm
安庆市第六人民医院网络信息等级保护设备和服务项目采购中标候选人公示 | 2020.01.23 | 安庆市第六人民医院 | 安庆市公共资源交易中心中标公告 | 安徽 | 货物 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807371.htm
安庆市档案馆馆藏档案整理及数字化加工项目中标公告 | 2020.01.23 | 安庆市档案馆 | 安庆市公共资源交易中心中标公告 | 安徽 | 服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807366.htm
和县2020-2022年建设用地报批报件编制项目中标公告 | 2020.01.23 | 和县自然资源和规划局 | 安徽兴满招投标代理服务有限公司中标公告 | 安徽 | 服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807370.htm
合理用药管理系统（前置审方管理系统）项目中标（成交）公告 | 2020.01.23 | 滁州市第一人民医院 | 安徽恒信造价咨询有限公司中标公告 | 安徽 | 服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807362.htm
马鞍山市人民医院（秀山医院）彩声诊断仪和生物安全柜供货及安装(MASCG-0-J-H-2019-1606)(包1)中标公告 | 2020.01.23 | 马鞍山市人民医院 | 马鞍山市政府集中采购中心中标公告 | 安徽 | 货物 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807349.htm
安徽省马鞍山工业学校2020年度物业服务(MASCG-0-J-F-2019-1682)中标公告 | 2020.01.23 | 安徽省马鞍山工业学校 | 马鞍山市政府集中采购中心中标公告 | 安徽 | 服务/维修和保养服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807361.htm
安庆高新区2020年山口学校校车租赁项目（二次）成交公告 | 2020.01.23 | 安庆高新技术产业开发区管理委员会 | 安庆市公共资源交易中心中标公告 | 安徽 | 服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807360.htm
当涂县人民医院高压氧仓采购及安装项目（第二次）中标公告 | 2020.01.23 | 当涂县人民医院 | 安徽同舟工程咨询有限公司中标公告 | 安徽 | 货物 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807359.htm
来安县检察院大屏采购及安装项目中标（成交）公告 | 2020.01.23 | 来安县人民检察院 | 来安县建设工程招标事务所中标公告 | 安徽 | 货物/建筑建材 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807356.htm
桐城市智慧教育建设（2019年度智慧课堂第一批）项目中标公告 | 2020.01.23 | 桐城市教育局 | 广州市见智咨询有限公司中标公告 | 安徽 | 货物 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807355.htm
花山区教育局部分学校视频监控和二中博望分校报告厅多媒体设备采购 | 2020.01.23 | 马鞍山市花山区教育局、马鞍山市博望区教育局 | 马鞍山市政府集中采购中心中标公告 | 安徽 | 货物 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807352.htm
马鞍山市消防救援支队应急通信器材供货与安装（MASCG-0-J-H-2019-1696）中标公告 | 2020.01.23 | 安徽省马鞍山市公安消防支队 | 马鞍山市政府集中采购中心中标公告 | 安徽 | 货物 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807358.htm
巢湖市中垾镇大吴、小李污水处理设备采购及安装项目中标（成交）公告 | 2020.01.23 | 巢湖市中垾镇人民政府 | 巢湖市公共资源交易中心中标公告 | 安徽 | 服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807351.htm
南水北调东线二期工程（黄河以南）可行性研究工作项目中标（成交）公告 | 2020.01.23 | 水利部淮河水利委员会 | 安徽安兆工程技术咨询服务有限公司中标公告 | 安徽 | 工程 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807357.htm
安庆市立医院新院区后勤综合楼（道排）项目工程量清单及最高投标限价编制单位中标公示 | 2020.01.23 | 安庆市立医院 | 安徽安庆市公共资源交易中心中标公告 | 安徽 | 货物 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807354.htm
皇甫山国有林场2019年度珍稀树种培育项目中标公告 | 2020.01.23 | 滁州市皇甫山国有林场 | 安徽金瑞安工程咨询有限公司中标公告 | 安徽 | 服务/维修和保养服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807365.htm
中宁县教育体育局2020年营养计划（大米）采购项目中标公告 | 2020.01.23 | 中宁县教育体育局 | 宁夏恒瑞招标代理有限公司中标公告 | 宁夏 | 货物/专用设备/粮油作物和饲料加工设备/其他粮油作物和饲料加工设备,货物/专用设备/粮油作物和饲料加工设备/其他粮油作物和饲料加工设备,货物/专用设备/粮油作物和饲料加工设备/其他粮油 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807353.htm
泰山区综合行政执法局辅助执法人员招聘服务项目中标公告 | 2020.01.23 | 泰安市泰山区综合行政执法局 | 北京泛华国金工程咨询有限公司泰安分公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807326.htm
日照市机电工程学校运动场地面层维修工程中标公告 | 2020.01.23 | 日照市机电工程学校 | 山东东德项目管理有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807333.htm
吴忠市红寺堡区住房城乡建设和交通局公路工程质量检测技术服务公开招标采购项目中标公告 | 2020.01.23 | 吴忠市红寺堡区住房城乡建设和交通局 | 圣方建设项目管理有限公司中标公告 | 宁夏 | 服务/专业技术服务/技术测试和分析服务,服务/专业技术服务/技术测试和分析服务,服务/专业技术服务/技术测试和分析服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807325.htm
唐山市丰南区卫生和计划生育局医疗设备一批（二次）中标公告 | 2020.01.23 | 唐山市丰南区卫生和计划生育局 | 唐山金鑫工程咨询有限公司中标公告 | 河北 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807332.htm
蒙阴县常路镇三年攻坚道路工程中标公告 | 2020.01.23 | 蒙阴县常路镇政府 | 山东鲁投招标有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807309.htm
行唐县九口子乡鳌鱼枣树整合管理托管经营项目中标公告 | 2020.01.23 | 行唐县农业农村局 | 河北昊阳招标有限公司中标公告 | 河北 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807313.htm
行唐县九口子乡高家峪枣树整合管理托管经营项目中标公告 | 2020.01.23 | 行唐县农业农村局 | 河北昊阳招标有限公司中标公告 | 河北 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807312.htm
 黔东南州消防支队移动办公系统采购中标（成交）公告 | 2020.01.23 | 黔东南州消防支队 | 华睿诚项目管理有限公司中标公告 | 贵州 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807310.htm
北京市公安局怀柔分局公安网网络地址建设及服务器维护项目一至二包中标结果公告 | 2020.01.23 | 北京市公安局怀柔分局 | 北京国际贸易公司中标公告 | 北京 | 服务/信息技术服务/运行维护服务/其他运行维护服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807336.htm
北京市公安局怀柔分局交通信号灯及闯红灯监控等建设项目中标结果公告 | 2020.01.23 | 北京市公安局怀柔分局 | 北京国际贸易公司中标公告 | 北京 | 货物/通用设备/广播、电视、电影设备/视频设备/视频监控设备 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807327.htm
道真自治县电子商务进农村电商培训普训项目（二期）中标（成交）公告 | 2020.01.23 | 道真仡佬族苗族自治县经济贸易局（道真自治县电商办） | 四川福钦建工集团有限公司中标公告 | 贵州 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807293.htm
道真自治县电子商务进农村农产品分销体系建设项目中标（成交）公告 | 2020.01.23 | 道真仡佬族苗族自治县经济贸易局（道真自治县电商办） | 四川福钦建工集团有限公司中标公告 | 贵州 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807291.htm
道真自治县电子商务进农村直播电商基地和服务体系建设项目中标（成交）公告 | 2020.01.23 | 道真仡佬族苗族自治县经济贸易局（道真自治县电商办） | 四川福钦建工集团有限公司中标公告 | 贵州 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807278.htm
长春市第二十中学食堂体育馆环境管控项目中标公告 | 2020.01.23 | 长春市第二十中学 | 吉林省前行工程项目管理有限公司中标公告 | 吉林 | 货物/通用设备/广播、电视、电影设备/视频设备/视频监控设备 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807275.htm
道真自治县电子商务进农村数据统计平台建设项目中标（成交）公告 | 2020.01.23 | 道真仡佬族苗族自治县经济贸易局（道真自治县电商办） |  四川福钦建工集团有限公司中标公告 | 贵州 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807277.htm
辽东学院自编讲义印刷项目中标公告 | 2020.01.23 | 辽东学院 | 辽宁信恒招投标代理有限公司中标公告 | 辽宁 | 服务/商务服务/印刷和出版服务/印刷服务/其他印刷服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807276.htm
陆丰市碣石人民医院升级建设项目医疗配套双摇病床（含床头柜，床垫）（441581-201912-301036-0048）的中标、成交公告 | 2020.01.23 | 陆丰市碣石人民医院 | 广东采联采购科技有限公司汕尾分公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807262.htm
张家口市第一医院综合运营管理系统项目中标公告 | 2020.01.23 | 张家口市第一医院 | 张家口市政府采购中心中标公告 | 河北 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807258.htm
济南市历城区人民政府彩石街道办事处辖区内水毁工程修复项目中标公告 | 2020.01.23 | 济南市历城区人民政府彩石街道办事处 | 山东华德诚工程项目管理有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807252.htm
东营市胜利第三十四中学台式计算机中标公告 | 2020.01.23 | 东营市胜利第三十四中学 | 东营市东营区国有资产运营中心中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807256.htm
平乐县昭州人居环境改善建设投资有限公司平乐县城同乐新区A区道路一期及B11地块道路一期土方工程总承包（EPC）中标公告 | 2020.01.23 | 平乐县昭州人居环境改善建设投资有限公司 | 广西新厦工程咨询有限公司中标公告 | 广西 | 工程/其他建筑工程 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807376.htm
广州医科大学附属第二医院医疗设备采购项目中标公告 | 2020.01.23 | 广州医科大学附属第二医院 | 广州中经招标有限公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807260.htm
辽东学院现代教育技术中心设备采购中标公告 | 2020.01.23 | 辽东学院 | 辽宁信恒招投标代理有限公司中标公告 | 辽宁 | 货物/通用设备/办公设备/多功能一体机,货物/通用设备/计算机设备及软件/其他计算机设备及软件,货物/通用设备/通信设备/传真及数据数字通信设备/数据、多媒体通信终端设备 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807254.htm
阳谷县农业农村局蔬菜“尾菜”无害化综合处理利用项目中标公告 | 2020.01.23 | 阳谷县农业农村局 | 山东聊城天恒招标有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807239.htm
武警某部药品和医疗器械供应商定点服务项目中标公告 | 2020.01.23 | 武警某部 | 中吉国际项目管理有限公司中标公告 | 吉林 | 服务/其他服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807238.htm
东莞市横沥镇公用事业服务中心横沥镇山厦村路口电子闸设置与路边停车位划定项目的中标、成交公告 | 2020.01.23 | 东莞市横沥镇公用事业服务中心 | 广东中元招标代理有限公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807237.htm
黎平县城区2020年春节氛围营造项目灯笼采购中标（成交）公告 | 2020.01.23 | 黎平县住房和城乡建设局 | 贵州腾达项目管理咨询有限公司中标公告 | 贵州 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807233.htm
复旦大学2020年度邯郸校区—枫林校区—张江校区校车租赁服务中标公告 | 2020.01.23 | 复旦大学 | 上海祥浦建设工程监理咨询有限责任公司中标公告 | 上海 | 服务/租赁服务（不带操作员）/车辆及其他运输机械租赁服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807236.htm
复旦大学2020年度邯郸校区—江湾校区校车租赁服务中标公告 | 2020.01.23 | 复旦大学 | 上海祥浦建设工程监理咨询有限责任公司中标公告 | 上海 | 服务/租赁服务（不带操作员）/车辆及其他运输机械租赁服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807234.htm
复旦大学2020年度邯郸校区—张江校区校车租赁服务中标公告 | 2020.01.23 | 复旦大学 | 上海祥浦建设工程监理咨询有限责任公司中标公告 | 上海 | 服务/租赁服务（不带操作员）/车辆及其他运输机械租赁服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807235.htm
宁夏回族自治区盐环定扬水管理处零余额账户服务采购中标公告 | 2020.01.23 | 宁夏回族自治区盐环定扬水管理处 | 四川国泰工程管理咨询有限公司中标公告 | 宁夏 | 服务/金融服务/银行服务/银行代理服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807319.htm
山东检疫处理有限公司全身CT设备中标公告 | 2020.01.23 | 山东检疫处理有限公司 | 山东中钢招标有限公司中标公告 | 山东 | 货物/专用设备/医疗设备/医用X线设备 | http://www.ccgp.gov.cn/cggg/zygg/zbgg/202001/t20200123_13807220.htm
靖西市旧州至壬庄二级公路改建工程№1标段中标结果公告 | 2020.01.23 | 靖西市农村公路建设办公室 | 广西金米工程项目管理有限公司中标公告 | 广西 | 工程/构筑物施工/公路工程施工 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807224.htm
福建省国银保安服务有限公司综合意外保障采购项目中标公告 | 2020.01.23 | 福建省国银保安服务有限公司 | 福建瑞晟建设工程造价咨询有限公司中标公告 | 福建 | 服务/金融服务/保险服务/其他保险服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807219.htm
2020年大田县红星幼儿园食堂食品采购项目中标公告 | 2020.01.23 | 大田县红星幼儿园 | 福建闽华晟工程管理有限公司中标公告 | 福建 | 货物/食品、饮料和烟草原料/农副食品，动、植物油制品/其他农副食品 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807318.htm
江西众诚投资咨询有限公司关于余干县琵琶湖公园108米摩天轮项目（JXZC2019-C146）公开招标中标公告 | 2020.01.23 | 中铁十八局集团有限公司余干县琵琶湖公园建设工程项目部 | 江西众诚投资咨询有限公司中标公告 | 江西 | 服务/公共设施管理服务/游览景区服务/公园服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807203.htm
消防宣传资料采购项目中标（成交）公告 | 2020.01.23 | 贵阳市消防支队 | 贵州湘智仁招标有限责任公司中标公告 | 贵州 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807197.htm
重庆市开州区人民医院2019年医疗设备采购（第四批）(19A00090)结果公告 | 2020.01.23 | 重庆市开州区人民医院 | 重庆市政府采购中心中标公告 | 重庆 | 货物 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807205.htm
涪陵区妇幼保健院医疗设备采购(19A0540)结果公告 | 2020.01.23 | 重庆市涪陵区妇幼保健院 | 重庆市政府采购中心中标公告 | 重庆 | 货物 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807206.htm
鱼台县检验检测中心实验室仪器设备和试剂耗材采购中标公告 | 2020.01.23 | 鱼台县检验检测中心 | 山东大洋招标有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807183.htm
鱼台县检验检测中心实验室仪器设备和试剂耗材采购中标公告 | 2020.01.23 | 鱼台县检验检测中心 | 山东大洋招标有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807186.htm
海丰县民政局海丰县中心敬老院医疗康复设备采购项目的中标、成交公告 | 2020.01.23 | 海丰县民政局 | 广东中弘工程管理有限公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807185.htm
鱼台县检验检测中心实验室仪器设备和试剂耗材采购中标公告 | 2020.01.23 | 鱼台县检验检测中心 | 山东大洋招标有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807181.htm
广东省封开县中医院手术室配套设施采购项目的中标公告 | 2020.01.23 | 广东省封开县中医院 | 肇庆市永利招标代理有限公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807182.htm
